Fiscal Year Ending,Department/Agency,Merchant Name,Transaction Date,Transaction Amount
2017,Sheriff,"WILSON S GUN SHOP, INC",08/31/2016,1348.70
2017,Emergency Communications Center,SOUTHWEST AIRLINES,08/31/2016,503.96
2017,Emergency Communications Center,SOUTHWEST AIRLINES,08/31/2016,431.98
2017,Emergency Communications Center,SOUTHWEST AIRLINES,08/31/2016,266.96
2017,Emergency Communications Center,SOUTHWEST AIRLINES,08/31/2016,210.96
2017,Emergency Communications Center,PRESENTERMEDIA,08/31/2016,79.95
2017,Nashville Career Advancement Center,PANERA BREAD #601697,08/31/2016,207.87
2017,District Attorney,SOUTHWEST AIRLINES,08/31/2016,856.96
2017,District Attorney,AGENT FEE 89006846242996,08/31/2016,28.00
2017,District Attorney,EMMISION REGISTRATION,08/31/2016,9.00
2017,State Trial Courts,LAZ PARKING 580457,08/31/2016,15.00
2017,State Trial Courts,METRO COURTHOUSE PSG,08/31/2016,6.00
2017,Police,PRO H2O AUTO WASH,08/31/2016,8.00
2017,Police,CHAMPION CAR WASH,08/31/2016,12.00
2017,Sheriff,MUSIC ROAD INN FRONT D,08/30/2016,182.08
2017,Assessor of Property,GO AIRPORT EXPRESS,08/30/2016,52.00
2017,Parks and Recreation,BACKYARDBOU,08/30/2016,250.00
2017,Sheriff,AMAZON MKTPLACE PMTS,08/30/2016,169.83
2017,Public Works,RISI-INFO PRODUCTS,08/30/2016,450.00
2017,Sheriff,RODNEY MILLER,08/30/2016,99.00
2017,Health,COLA RESOURCES,08/30/2016,525.00
2017,Planning,WILLIAMSON COUNTY CHAM,08/30/2016,65.00
2017,Human Resources,OFFICE DEPOT #2260,08/30/2016,-31.74
2017,Human Resources,OFFICE DEPOT #2260,08/30/2016,37.74
2017,Planning,BLR/HCPRO,08/30/2016,327.00
2017,Police,KROGER #518,08/30/2016,82.92
2017,Police,CHAMPION CAR WASH,08/30/2016,12.00
2017,Sheriff,SHSU WEB PAY,08/30/2016,3520.00
2017,Library,LOWES #00413,08/30/2016,29.28
2017,General Sessions Court,NASHVILLE POST,08/30/2016,117.00
2017,Library,LOWES #00390,08/30/2016,72.73
2017,Library,BC.BASECAMP 3 3254699,08/30/2016,348.00
2017,Sheriff,JOB NEWS,08/30/2016,600.00
2017,Tennessee State Fair,CANNON INDUSTRIAL PROD,08/30/2016,410.00
2017,Sheriff,HH-GREGG-RIVERGATE #00,08/30/2016,578.97
2017,Mayor's Office,TRAVISA PASSPORT VISA,08/30/2016,494.02
2017,Social Services,PLAZA ARTIST MATER,08/30/2016,14.19
2017,Fire Department,KROGER #578,08/30/2016,21.41
2017,Sheriff,MUSIC ROAD INN FRONT D,08/30/2016,273.30
2017,Municipal Auditorium,MARTINS BBQ JOINT,08/30/2016,30.83
2017,Sheriff,MUSIC ROAD INN FRONT D,08/30/2016,273.30
2017,Community Education,CREATESPACE,08/30/2016,247.47
2017,Sheriff,MUSIC ROAD INN FRONT D,08/30/2016,273.30
2017,Sheriff,MUSIC ROAD INN FRONT D,08/30/2016,182.20
2017,Internal Audit,ORBITZ,08/30/2016,50.00
2017,Parks and Recreation,GE APPLIANCES,08/30/2016,99.95
2017,Parks and Recreation,BACKYARDBOU,08/30/2016,250.00
2017,Library,SANDERS INDUSTRIAL SUP,08/29/2016,40.42
2017,Library,THE HOME DEPOT #0778,08/29/2016,74.99
2017,Library,SOUTHWEST AIRLINES,08/29/2016,280.95
2017,Health,AMERICAN SEXUALLY TR,08/29/2016,525.00
2017,Mayor's Office,TRAVISA PASSPORT VISA,08/29/2016,39.00
2017,Health,HILTON,08/29/2016,495.24
2017,Health,WAL-MART #3717,08/29/2016,85.72
2017,Health,L2G TN PHARMACY BD,08/29/2016,85.00
2017,Nashville Career Advancement Center,SCX 63RD ANNUAL GOVERN,08/29/2016,1350.00
2017,Parks and Recreation,STAPLES       00112441,08/29/2016,12.87
2017,Parks and Recreation,ALPHAGRAPHICS MUSIC CI,08/29/2016,45.39
2017,Assessor of Property,MCKISSOCK LP,08/29/2016,143.96
2017,Emergency Communications Center,USPS KIOSK 4761549557,08/29/2016,7.99
2017,Emergency Communications Center,SPRINGHILL SUITES,08/29/2016,153.26
2017,Human Relations Commission,TWITTER ADVERTISING,08/29/2016,20.00
2017,Human Relations Commission,AMAZON.COM AMZN.COM/BI,08/29/2016,70.30
2017,Human Relations Commission,AMAZON MKTPLACE PMTS,08/29/2016,367.99
2017,State Trial Courts,MICHAELANGELO'S PIZZA,08/29/2016,80.49
2017,Police,SOUTHWEST AIRLINES,08/29/2016,525.96
2017,Police,SOUTHWEST AIRLINES,08/29/2016,428.46
2017,Arts Commission,WWW.THINBOOK.COM,08/29/2016,152.75
2017,Arts Commission,AMAZON MKTPLACE PMTS,08/29/2016,39.66
2017,State Trial Courts,DEMOS' RESTAURANT,08/29/2016,129.88
2017,Tennessee State Fair,MID TENN RUBBER STAMP,08/29/2016,149.61
2017,Metro Action Commission,MARRIOTT,08/29/2016,690.15
2017,Internal Audit,SOUTHWEST AIRLINES,08/29/2016,30.00
2017,Parks and Recreation,STAPLES       00115394,08/29/2016,8.58
2017,Police,SOUTHWEST AIRLINES,08/29/2016,428.46
2017,Internal Audit,SOUTHWEST AIRLINES,08/29/2016,177.96
2017,Internal Audit,PAYPAL  IIA NASHVIL,08/29/2016,250.00
2017,Internal Audit,INTERNATION,08/29/2016,670.00
2017,District Attorney,UNITED AIRLINES,08/29/2016,380.09
2017,Metro Council Staff,PROVENCE CATERING,08/29/2016,626.55
2017,District Attorney,OREILLY AUTO  00011312,08/29/2016,169.99
2017,District Attorney,AGENT FEE 89078861481982,08/29/2016,34.00
2017,District Attorney,TRINITY GAS CO,08/29/2016,23.13
2017,Police,SOUTHWEST AIRLINES,08/29/2016,374.96
2017,Police,SOUTHWEST AIRLINES,08/29/2016,356.96
2017,Police,SOUTHWEST AIRLINES,08/29/2016,147.97
2017,Police,TN LIC PROF COUNSELORS,08/29/2016,45.00
2017,Police,SHUR BRITE HI SPEED CA,08/29/2016,39.98
2017,Information Technology Services,DOMAIN NAME REGISTRATI,08/29/2016,24.79
2017,Sheriff,WESTIN,08/29/2016,983.52
2017,Sheriff,SOUTHWEST AIRLINES,08/29/2016,739.92
2017,Sheriff,FRANCIS MARION HOTEL,08/29/2016,730.75
2017,Sheriff,PRESTIGE TROPHIES,08/29/2016,648.00
2017,Sheriff,BLR/HCPRO,08/29/2016,536.99
2017,Sheriff,HH-GREGG-RIVERGATE #00,08/29/2016,174.99
2017,Sheriff,BULBHEAD,08/29/2016,13.49
2017,Police,SHUR BRITE HI SPEED CA,08/29/2016,24.98
2017,Police,NEW YORK TIMES DIGITAL,08/29/2016,15.00
2017,Water Services,MIRAGE HOTEL AND CASINO,08/29/2016,140.00
2017,Office of Emergency Management,GRANTWRITIN,08/29/2016,595.00
2017,Office of Emergency Management,GRANTWRITIN,08/29/2016,455.00
2017,Office of Emergency Management,SOUTHWEST AIRLINES,08/29/2016,313.95
2017,Office of Emergency Management,TXST ALERRT,08/29/2016,150.00
2017,Office of Emergency Management,L2G TBI BACKGROUND CHE,08/29/2016,29.00
2017,Police,PRO H2O AUTO WASH,08/29/2016,8.00
2017,Social Services,SUPER 8 MOTELS,08/29/2016,314.20
2017,Water Services,L2G FALL CREEK FALLSSP,08/29/2016,198.48
2017,Water Services,CHEFS MARKET CAFE,08/29/2016,339.34
2017,Water Services,SOUTHWEST AIRLINES,08/29/2016,347.96
2017,Water Services,STEINHOUSE SUPPLY CO,08/29/2016,388.92
2017,Public Works,DELTA,08/29/2016,60.00
2017,Public Works,DELTA,08/29/2016,60.00
2017,Water Services,JARVIS AWARD SIGN & FL,08/29/2016,441.57
2017,Register of Deeds,SOUTHWEST AIRLINES,08/26/2016,211.96
2017,Metro Action Commission,NEWKS - WEST END,08/26/2016,195.04
2017,Metro Action Commission,KROGER #502,08/26/2016,81.30
2017,Water Services,PEPBOYS STORE  49,08/26/2016,40.00
2017,Water Services,ACTION BOLT AND SCREW,08/26/2016,40.00
2017,Police,SOUTHWEST AIRLINES,08/26/2016,566.97
2017,Police,AMERICAN ASSOCIATION F,08/26/2016,550.00
2017,Police,SOUTHWEST AIRLINES,08/26/2016,409.96
2017,Police,ANNUAL MVCI ASSOCIATIO,08/26/2016,340.00
2017,Police,ANNUAL MVCI ASSOCIATIO,08/26/2016,340.00
2017,Police,ANNUAL MVCI ASSOCIATIO,08/26/2016,340.00
2017,Police,ANNUAL MVCI ASSOCIATIO,08/26/2016,340.00
2017,Police,ANNUAL MVCI ASSOCIATIO,08/26/2016,340.00
2017,Police,EEOC TRAINING INST,08/26/2016,329.00
2017,Police,HOLIDAY INNS,08/26/2016,239.23
2017,Police,HYATT HOTELS,08/26/2016,141.18
2017,Police,EXXONMOBIL    48139455,08/26/2016,49.58
2017,Police,TEXAS ROADHOUSE #2464,08/26/2016,46.04
2017,Police,TEXAS ROADHOUSE FR2004,08/26/2016,42.84
2017,Police,EXXONMOBIL    42038810,08/26/2016,19.16
2017,Police,MCDONALD'S F24406,08/26/2016,10.92
2017,Police,TAXICHARGE WASHINGTON,08/26/2016,8.93
2017,Police,SOUTHWEST AIRLINES,08/26/2016,-0.01
2017,Water Services,SOUTHWEST AIRLINES,08/26/2016,436.96
2017,Office of Emergency Management,BECKER CPA REVIEW,08/26/2016,100.00
2017,Health,TWITTER ADVERTISING,08/26/2016,43.33
2017,Health,FACEBK JHGCNAWVT2,08/26/2016,28.03
2017,Health,FACEBK KHGCNAWVT2,08/26/2016,22.05
2017,State Trial Courts,METRO COURTHOUSE PSG,08/26/2016,6.00
2017,Emergency Communications Center,MOTOROLA MANUAL,08/26/2016,3980.00
2017,Parks and Recreation,TENNESSEE RECREATION A,08/26/2016,301.00
2017,Social Services,SUPER 8 MOTELS,08/26/2016,570.60
2017,Social Services,SUPER 8 MOTELS,08/26/2016,599.42
2017,Social Services,SUPER 8 MOTELS,08/26/2016,599.42
2017,Tennessee State Fair,BEST BUY      00001727,08/26/2016,39.99
2017,Community Education,KROGER #542,08/26/2016,54.06
2017,Community Education,CASTRILLO'S OF SLYVAN,08/26/2016,129.95
2017,District Attorney,CARL BLACK CHEVROLET,08/26/2016,1272.98
2017,Planning,PAYPAL  NASHVILLEDO,08/26/2016,375.00
2017,Planning,ACCO BRANDS DIRECT,08/26/2016,187.57
2017,Planning,QUIZNOS #11962,08/26/2016,104.80
2017,Information Technology Services,IBT IIS FINGERPRINT CO,08/26/2016,38.15
2017,Sheriff,SOUTHWEST AIRLINES,08/26/2016,1119.80
2017,Sheriff,SHRM MEMPHIS,08/26/2016,475.00
2017,Sheriff,PAYPAL  HUMANERESTR,08/26/2016,311.00
2017,Sheriff,WWW.NEWEGG.COM,08/26/2016,253.70
2017,Sheriff,AMAZON MKTPLACE PMTS,08/26/2016,229.80
2017,Parks and Recreation,TENNESSEE RECREATION A,08/26/2016,270.00
2017,Parks and Recreation,DAVE & BUSTERS #42,08/26/2016,431.00
2017,Social Services,SUPER 8 MOTELS,08/26/2016,599.42
2017,Social Services,TELERIK,08/26/2016,799.00
2017,Fire Department,SOUTHWEST AIRLINES,08/26/2016,347.96
2017,Fire Department,MIRAGE HOTEL AND CASINO,08/26/2016,140.00
2017,Public Works,ARBOR DAY FOUNDATION,08/26/2016,617.00
2017,Public Works,CDW GOVERNMENT,08/26/2016,823.00
2017,Library,WEST END LOCK CO,08/26/2016,11.70
2017,Library,DNH GODADDY.COM,08/26/2016,299.99
2017,Finance,PANERA BREAD #988,08/26/2016,42.14
2017,Arts Commission,METRO COURTHOUSE PSG,08/26/2016,4.00
2017,Register of Deeds,SOUTHWEST AIRLINES,08/26/2016,30.00
2017,Social Services,WAL-MART #695,08/25/2016,118.76
2017,Parks and Recreation,TENNESSEE RECREATION A,08/25/2016,350.00
2017,Sheriff,SOCIETY FOR HUMAN RESO,08/25/2016,175.00
2017,Sheriff,SOCIETY FOR HUMAN RESO,08/25/2016,175.00
2017,Finance,UPS 2957Q4LDQAS,08/25/2016,6.70
2017,Public Works,FAIRFIELD INN,08/25/2016,395.46
2017,Juvenile Court Judge,PAPA JOHN'S #00460,08/25/2016,28.73
2017,Planning,URBAN LAND INSTITUTE,08/25/2016,20.00
2017,Planning,MEETINGS NORTHWEST LLC,08/25/2016,135.00
2017,Planning,KNOXVILLE APA,08/25/2016,250.00
2017,Internal Audit,AMAZON MKTPLACE PMTS,08/25/2016,46.31
2017,Internal Audit,AMAZON.COM,08/25/2016,22.15
2017,General Sessions Court,EB TAADAS RECOVERY MO,08/25/2016,185.00
2017,General Sessions Court,MTAADAC,08/25/2016,385.00
2017,Social Services,WAL-MART #695,08/25/2016,361.51
2017,Social Services,FEDEXOFFICE   00021931,08/25/2016,276.25
2017,Human Resources,SOUTHWEST AIRLINES,08/25/2016,383.96
2017,Human Resources,MIRAGE HOTEL AND CASINO,08/25/2016,140.00
2017,Human Resources,MIRAGE HOTEL AND CASINO,08/25/2016,140.00
2017,Human Resources,USPS 47616502935866672,08/25/2016,129.00
2017,Human Resources,OFFICE DEPOT #2260,08/25/2016,31.74
2017,State Trial Courts,NASHVILLE BAR ASSOCIAT,08/25/2016,195.00
2017,Health,THE HOME DEPOT #0732,08/25/2016,17.95
2017,Health,WM SUPERCENTER #3717,08/25/2016,51.94
2017,Health,CSG SALES -ONLINE,08/25/2016,125.00
2017,Police,DC TAXI G357,08/25/2016,11.47
2017,Police,TEXAS ROADHOUSE 2167,08/25/2016,37.55
2017,Police,OFFICE DEPOT #2260,08/25/2016,87.98
2017,Police,IN  CLIC,08/25/2016,625.00
2017,Police,TELESTRATEGIES INC,08/25/2016,1295.00
2017,Water Services,WEF BK,08/25/2016,724.00
2017,Water Services,WEF BK,08/25/2016,724.00
2017,Water Services,WEF BK,08/25/2016,575.00
2017,Water Services,WEF BK,08/25/2016,575.00
2017,Water Services,WEF BK,08/25/2016,575.00
2017,Water Services,ACT NEOGOV - USER CONF,08/25/2016,500.00
2017,Water Services,SOUTHWEST AIRLINES,08/25/2016,317.96
2017,Water Services,SOUTHWEST AIRLINES,08/25/2016,292.96
2017,Water Services,MR. SATELLITE WAREHOUS,08/25/2016,100.00
2017,Water Services,SOUTHWEST AIRLINES,08/24/2016,357.97
2017,Police,CHICK-FIL-A #01348,08/24/2016,11.20
2017,Police,SHUR BRITE HI SPEED CA,08/24/2016,24.98
2017,Police,DUE SOUTH BBQ,08/24/2016,31.78
2017,Police,SHEETZ        00002212,08/24/2016,32.28
2017,Police,OFFICEMAX/OFFICE DEPOT,08/24/2016,43.99
2017,Metro Action Commission,COMMUNITY ACTION PAR/T,08/24/2016,750.00
2017,Police,HILTON GARDEN INN,08/24/2016,141.18
2017,Police,SOUTHWEST AIRLINES,08/24/2016,156.00
2017,Police,SOUTHWEST AIRLINES,08/24/2016,156.00
2017,Sheriff,SOUTHWEST AIRLINES,08/24/2016,271.96
2017,Water Services,STEINHOUSE SUPPLY CO,08/24/2016,231.00
2017,Parks and Recreation,WILLIAMS WHOLESALE SUP,08/24/2016,200.00
2017,Police,MCDONALD'S F1632,08/24/2016,9.66
2017,Water Services,ASIS INTERNATIONAL EPI,08/24/2016,995.00
2017,Arts Commission,DS SERVICES STANDARD C,08/24/2016,78.98
2017,Parks and Recreation,OFFICE DEPOT #58,08/24/2016,152.06
2017,Parks and Recreation,DICK'S SPORTING #289,08/24/2016,58.99
2017,State Trial Courts,I D WHOLESALERS,08/24/2016,153.00
2017,Health,MARRIOTT,08/24/2016,796.92
2017,Nashville Career Advancement Center,SOUTHWEST AIRLINES,08/24/2016,296.67
2017,Nashville Career Advancement Center,SOUTHWEST AIRLINES,08/24/2016,48.29
2017,Health,WM SUPERCENTER #3717,08/24/2016,54.48
2017,Health,SASSI TRAINING,08/24/2016,40.00
2017,Nashville Career Advancement Center,SETA,08/24/2016,500.00
2017,Nashville Career Advancement Center,AGENT FEE 89006798965836,08/24/2016,21.07
2017,State Trial Courts,METRO COURTHOUSE PSG,08/24/2016,4.00
2017,Mayor's Office,NONPROFMGMT,08/24/2016,150.00
2017,Water Services,STEINHOUSE SUPPLY CO,08/24/2016,115.50
2017,Mayor's Office,SAMSCLUB.COM,08/24/2016,1.27
2017,Tennessee State Fair,EMPIRE INDUSTRIES,08/24/2016,911.00
2017,Nashville Career Advancement Center,AGENT FEE 89006798965836,08/24/2016,3.43
2017,Metro Action Commission,COMMUNITY ACTION PAR/T,08/24/2016,750.00
2017,Library,AMAZON MKTPLACE PMTS,08/24/2016,177.40
2017,Health,MARRIOTT,08/24/2016,796.92
2017,Register of Deeds,DOLLAR TOLL CHARGE,08/24/2016,22.50
2017,Mayor's Office,SAMSCLUB.COM,08/23/2016,3.17
2017,Police,WASH ME EXPRESS,08/23/2016,12.00
2017,Water Services,RAIN BIRD ONLINE STORE,08/23/2016,328.50
2017,General Sessions Court,DOGTAGUS.COM,08/23/2016,134.95
2017,Police,HITS TRAINING  CONSULT,08/23/2016,395.00
2017,Juvenile Court Judge,PEABODY HOTELS,08/23/2016,-50.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/23/2016,-50.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/23/2016,-50.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/23/2016,-50.42
2017,District Attorney,GAN TENNNEWSPAPERSCIRC,08/23/2016,377.40
2017,Sheriff,CE NASHVILLE,08/23/2016,1785.40
2017,Juvenile Court Judge,PEABODY HOTELS,08/23/2016,-50.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/23/2016,-50.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/23/2016,-50.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/23/2016,-75.63
2017,General Sessions Court,IN  APPLE AWARDS INC,08/23/2016,84.50
2017,Planning,URBAN LAND INSTITUTE,08/23/2016,20.00
2017,Police,SPEEDWAY 04618 110,08/23/2016,34.82
2017,Police,SOUTHWEST AIRLINES,08/23/2016,-180.98
2017,Water Services,UT WATER RESOURCE RESE,08/23/2016,400.00
2017,Police,MICHAELS STORES 5096,08/23/2016,151.20
2017,Nashville Career Advancement Center,VUMC KENNEDY CENTER,08/23/2016,26.00
2017,Police,SOUTHWEST AIRLINES,08/23/2016,180.98
2017,Nashville Career Advancement Center,VUMC KENNEDY CENTER,08/23/2016,24.00
2017,Nashville Career Advancement Center,EB NYEC FORUM 2016,08/23/2016,14.00
2017,Water Services,PAYPAL  AMERICANSOC,08/23/2016,275.00
2017,Mayor's Office,INTERNATION,08/23/2016,260.37
2017,Police,SOUTHWEST AIRLINES,08/23/2016,-180.98
2017,Parks and Recreation,AIR DELIGHTS INC,08/23/2016,329.93
2017,Parks and Recreation,WAL-MART #695,08/23/2016,124.63
2017,Police,SOUTHWEST AIRLINES,08/23/2016,180.98
2017,Soil and Water Conservation,NACD,08/23/2016,137.60
2017,Police,HITS TRAINING  CONSULT,08/23/2016,395.00
2017,Nashville Career Advancement Center,EB NYEC FORUM 2016,08/23/2016,86.00
2017,Public Defender,SOUTHWEST AIRLINES,08/22/2016,391.96
2017,Office of Family Safety,AMERICAN AIRLINES,08/22/2016,95.10
2017,Arts Commission,PLAZA ARTIST MATER,08/22/2016,240.00
2017,Health,COURTYARD BY MARRIOTT,08/22/2016,390.16
2017,Health,PAYPAL  NAMITENNESS,08/22/2016,113.74
2017,Parks and Recreation,BEARING DIST,08/22/2016,-15.26
2017,Health,LOWES #02725,08/22/2016,36.78
2017,Health,KROGER #547,08/22/2016,95.84
2017,Parks and Recreation,BOBCAT OF NASHVILLE,08/22/2016,145.62
2017,Public Works,MSU PAYMENTS,08/22/2016,1350.00
2017,Public Works,MSU PAYMENTS,08/22/2016,1350.00
2017,Public Works,MSU PAYMENTS,08/22/2016,450.00
2017,Parks and Recreation,STEINHOUSE SUPPLY CO,08/22/2016,804.00
2017,Parks and Recreation,DTV DIRECTV SERVICE,08/22/2016,175.98
2017,Arts Commission,ADOBE,08/22/2016,-21.64
2017,Arts Commission,ADOBE,08/22/2016,-13.87
2017,Parks and Recreation,THOMAS BROS. GRASS,08/22/2016,660.00
2017,Library,THE HOME DEPOT #0778,08/22/2016,71.51
2017,Library,THE HOME DEPOT #0722,08/22/2016,24.22
2017,Justice Integration Services,PAYPAL  TEDXNASHVIL,08/22/2016,257.24
2017,Office of Family Safety,DELTA,08/22/2016,245.60
2017,Parks and Recreation,SHELL OIL 575274600QPS,08/22/2016,6.69
2017,Finance,WM SUPERCENTER #272,08/22/2016,30.94
2017,Planning,FHWA - MISC PAYMENTS,08/22/2016,25.00
2017,Planning,USPS 47615602035802727,08/22/2016,68.00
2017,Information Technology Services,DOMAIN NAME REGISTRATI,08/22/2016,24.79
2017,Arts Commission,ADOBE,08/22/2016,-7.22
2017,Arts Commission,ADOBE,08/22/2016,-12.76
2017,Municipal Auditorium,GREATER NASHVILLE HOSP,08/22/2016,29.00
2017,Community Education,WALMART.COM,08/22/2016,339.34
2017,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,08/22/2016,25.58
2017,Tennessee State Fair,THE HOME DEPOT #0732,08/22/2016,675.29
2017,Tennessee State Fair,CORNER MUSIC,08/22/2016,684.94
2017,Police,IN  CLIC,08/22/2016,625.00
2017,Police,LOWES #02851,08/22/2016,449.55
2017,Police,SOUTHWEST AIRLINES,08/22/2016,301.96
2017,Police,SOUTHWEST AIRLINES,08/22/2016,301.96
2017,Police,SOUTHWEST AIRLINES,08/22/2016,115.50
2017,Nashville Career Advancement Center,NASHVILLE TECHNOLOGY,08/22/2016,40.00
2017,Nashville Career Advancement Center,US CONF OF MAYORS,08/22/2016,700.00
2017,Nashville Career Advancement Center,US CONF OF MAYORS,08/22/2016,700.00
2017,Water Services,SOUTHWEST AIRLINES,08/22/2016,418.47
2017,Water Services,OFFICE DEPOT #22,08/22/2016,199.98
2017,Water Services,KIMBRO OIL COMPANY,08/22/2016,42.80
2017,Human Relations Commission,PAYPAL  NONPROFMGMT,08/22/2016,265.00
2017,Human Relations Commission,WWW HOVER COM,08/22/2016,20.17
2017,Register of Deeds,COMCAST,08/22/2016,92.23
2017,Office of Family Safety,AMERICAN AIRLINES,08/22/2016,128.10
2017,Water Services,SANDERS INDUSTRIAL SUP,08/22/2016,37.41
2017,State Trial Courts,METRO COURTHOUSE PSG,08/22/2016,14.00
2017,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,08/19/2016,28.84
2017,Information Technology Services,DOMAIN NAME REGISTRATI,08/19/2016,12.50
2017,District Attorney,SOUTHWEST AIRLINES,08/19/2016,824.46
2017,Health,TWITTER ADVERTISING,08/19/2016,7.00
2017,District Attorney,AGENT FEE 89006844891856,08/19/2016,28.00
2017,Social Services,SUPER 8 MOTELS,08/19/2016,599.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,50.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,50.42
2017,Health,WAL-MART #3717,08/19/2016,28.33
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,50.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,36.00
2017,Tennessee State Fair,NORTHERN TOOL EQUIP,08/19/2016,219.97
2017,Parks and Recreation,DAYS INNS,08/19/2016,260.00
2017,Social Services,SUPER 8 MOTELS,08/19/2016,599.42
2017,Social Services,SUPER 8 MOTELS,08/19/2016,570.60
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,38.35
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,38.35
2017,Health,WAL-MART #3717,08/19/2016,82.18
2017,Water Services,ASSOCIATION OF METROPO,08/19/2016,795.00
2017,Nashville Career Advancement Center,1911 HONEYBAKED HAM CO,08/19/2016,95.05
2017,Nashville Career Advancement Center,1911 HONEYBAKED HAM CO,08/19/2016,87.73
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,3909.80
2017,Police,LOWES #00413,08/19/2016,495.97
2017,Human Relations Commission,SILO PARKING LOT,08/19/2016,8.00
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,75.63
2017,Water Services,ASSOCIATION OF METROPO,08/19/2016,40.00
2017,Social Services,SUPER 8 MOTELS,08/19/2016,599.42
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,50.42
2017,Metro Council Staff,HILTON INTERNATIONAL,08/19/2016,227.86
2017,Sheriff,KEBAB GYROS GREEK ITAL,08/19/2016,36.66
2017,Juvenile Court Judge,PEABODY HOTELS,08/19/2016,50.42
2017,Planning,KRISPY KREME DOUGH,08/18/2016,25.97
2017,Water Services,DEX IMAGING OF TENNESS,08/18/2016,926.70
2017,Water Services,INDUSTRIAL RUBBER AND,08/18/2016,379.60
2017,Water Services,ACT NEOGOV - USER CONF,08/18/2016,475.00
2017,Water Services,TRUE LINE CORING AND C,08/18/2016,500.00
2017,Sheriff,PAYPAL  LAW WEBINAR,08/18/2016,70.00
2017,Parks and Recreation,WAL-MART #0688,08/18/2016,345.67
2017,Juvenile Court Judge,PEABODY HOTELS,08/18/2016,12.00
2017,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,08/18/2016,997.50
2017,Juvenile Court Judge,PEABODY HOTELS,08/18/2016,24.00
2017,Community Education,AMAZON.COM,08/18/2016,233.45
2017,Community Education,AMAZON.COM,08/18/2016,233.45
2017,Community Education,AMAZON.COM,08/18/2016,233.45
2017,Juvenile Court Judge,PEABODY HOTELS,08/18/2016,24.00
2017,Juvenile Court Judge,PEABODY HOTELS,08/18/2016,36.07
2017,Juvenile Court Judge,PEABODY HOTELS,08/18/2016,70.07
2017,Social Services,SUPER 8 MOTELS,08/18/2016,77.40
2017,Social Services,SUPER 8 MOTELS,08/18/2016,73.94
2017,State Trial Courts,MYLAWCLE.COM,08/18/2016,195.00
2017,General Sessions Court,PAYPAL  OPERATIONST,08/18/2016,300.00
2017,Police,PROJECT MANAGMNT ACADE,08/18/2016,1695.00
2017,Police,TRACTOR-SUPPLY-CO #050,08/18/2016,119.97
2017,Social Services,FREDPRYOR CAREERTRACK,08/18/2016,128.00
2017,Arts Commission,SOUTHWEST AIRLINES,08/18/2016,132.00
2017,Social Services,SUPER 8 MOTELS,08/18/2016,77.40
2017,Social Services,SUPER 8 MOTELS,08/18/2016,77.40
2017,Library,AMAZON MKTPLACE PMTS,08/18/2016,49.99
2017,Police,WASH ME EXPRESS,08/18/2016,12.00
2017,Planning,PROVENCE BREADS & CAFE,08/18/2016,39.68
2017,Planning,AMERICAN PLANNING ASSO,08/18/2016,195.00
2017,Human Relations Commission,DOCUMART- OXFORD,08/18/2016,67.50
2017,Public Defender,GRADLEADERS INC.,08/17/2016,137.50
2017,Public Defender,GRADLEADERS INC.,08/17/2016,137.50
2017,State Trial Courts,METRO COURTHOUSE PSG,08/17/2016,6.00
2017,Parks and Recreation,TENNESSEE RECREATION A,08/17/2016,270.00
2017,Water Services,SQ  ALL PAWS WILDLI,08/17/2016,325.00
2017,Water Services,PAYPAL  AMERICANSOC,08/17/2016,550.00
2017,Juvenile Court Judge,NICHOLSON CLEANERS,08/17/2016,63.80
2017,Parks and Recreation,APW DISTRIBUTING INC,08/17/2016,41.54
2017,Sheriff,PAYPAL  NAAWS,08/17/2016,65.00
2017,Sheriff,EB GOVERNMENT SOCIAL,08/17/2016,175.00
2017,Water Services,ACT TN AFPM,08/17/2016,125.00
2017,Arts Commission,DELTA,08/17/2016,368.20
2017,Police,WASH ME EXPRESS,08/17/2016,18.00
2017,Public Works,SERDC,08/17/2016,250.00
2017,Fire Department,JONES & BARTLETT LEARN,08/17/2016,44.95
2017,State Trial Courts,WALMART.COM,08/17/2016,72.89
2017,Library,INNOVATIVE USERS GROUP,08/17/2016,100.00
2017,Library,LOWES #00629,08/17/2016,66.86
